food_id,food_name_original,scientific_name,food_group,food_subgroup,variety_name,collection_area,district,province,food_state,edible_part,edible_part_percent,inedible_part_percent,lb_ratio,kernel_weight_1000_g,energy_kcal,water_g,protein_g,fat_g,ash_g,crude_fiber_g,carbohydrate_g,reducing_sugar_g,calcium_mg,iron_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,total_carotenoids_ug,vitamin_c_mg,nutrient_basis,source_document,source_year,source_page,source_table,source_figure,extraction_confidence,needs_manual_review,notes
NFD-2012-0216,Rape leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,48,84.9,5.1,0.4,2.5,1.2,5.9,,370,12.5,110,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0217,Radish leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,100,,,,265,90.8,3.8,0.4,1.6,1,2.4,,28,0.9,59,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0218,Rapes leaves dried,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,3095,7.4,27,2.9,15.3,6.7,40.7,,297,,500,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0219,Safflower leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,66,,,,185,91.1,2.5,0.6,1.3,,4.5,,33,5.7,35,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0220,Sim saag fresh,,GREEN LEAFY VEGETABLES,,,,,,Raw,,79,,,,20,93.74,2.4,0.44,1.23,0.67,1.5,,127.07,3.2,52.72,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0221,Stinging Nettle (Sisnu) leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,981.3,81.7,6.9,0.2,4.2,1.8,5,,53,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0222,Soya leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,180,79.5,6,0.5,3.2,,10.8,,72,8,190,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0223,Sweet potato green leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,100,,,,360,80.7,4.2,0.8,2.2,2.4,9.7,,60,750,1.14,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0224,Sweetchard,,GREEN LEAFY VEGETABLES,,,,,,Raw,,100,,,,86.4,90.1,2.21,0.24,1.44,0.7,5.3,,32,4.57,26.8,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0225,Tamarind leaves tender,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,1485,8.9,8.6,3,8.5,10.1,60.9,,305,,124,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0226,Tanki Sag,,GREEN LEAFY VEGETABLES,,,,,,Raw,,100,,,,361,45.6,1.3,0.8,4.2,3.7,44.2,,190,6.1,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0227,Thai spinach,,GREEN LEAFY VEGETABLES,,,,,,Raw,,,,,,79.5,89.1,2.3,0.3,1.4,0.8,6.1,,36,2.4,64.8,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0228,Turnip green leaves,,GREEN LEAFY VEGETABLES,,,,,,Raw,,51,,,,67,81.9,4,1.5,2.2,1,9.4,,710,24.4,60,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0229,Agathi flower,,OTHER VEGETABLES,,,,,,Raw,,,,,,9,92.9,1,0.5,0.4,0.8,4.4,,26,,5,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0230,Bitter gourd,,OTHER VEGETABLES,,,,,,Raw,,97,,,,20,92.4,1.6,0.2,0.8,0.8,4.2,,25,0.61,70,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0231,Barela,,OTHER VEGETABLES,,,,,,Raw,,80,,,,143.65,90.43,0.99,0.26,0.81,0.79,6.7,,33,2,50.99,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0232,Bottle gourd,,OTHER VEGETABLES,,,,,,Raw,,86,,,,20,96.1,0.2,0.1,0.5,0.6,2.5,,12,0.46,10,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0233,Broadbeans,,OTHER VEGETABLES,,,,,,Raw,,88,,,,48,85.4,4.5,0.1,0.8,2,7.2,,50,1.4,64,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0234,Bamboo shoot (tender),,OTHER VEGETABLES,,,,,,Raw,,54,,,,43,88.8,3.9,0.5,1.1,,5.7,,20,0.1,65,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0235,Broccoli marrow,,OTHER VEGETABLES,,,,,,Raw,,80,,,,44.86,85.61,4.99,0.2,1.12,0.94,7.1,,50,1.52,108.9,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0236,Cho-chomarrow,,OTHER VEGETABLES,,,,,,Raw,,,,,,27,92.5,0.7,0.1,0.4,0.6,5.7,,140,0.6,30,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0237,Cluster beans,,OTHER VEGETABLES,,,,,,Raw,,,,,,16,81,3.2,0.4,1.4,3.2,10.8,,130,1.08,57,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0238,Cowpea pods,,OTHER VEGETABLES,,,,,,Raw,,,,,,48,85.3,3.5,0.2,0.9,2,8.1,,72,2.5,59,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0239,Chattel,,OTHER VEGETABLES,,,,,,Raw,,79,,,,70.08,89.72,2.04,0.18,0.78,1.2,6.1,,34,0.92,45.79,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0240,Colocasia stem,,OTHER VEGETABLES,,,,,,Raw,,86,,,,60,94,0.3,0.3,1.2,0.6,3.6,,18,0.5,20,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0241,Capsicum Yellow,,OTHER VEGETABLES,,,,,,Raw,,97,,,,17.05,88.69,0.86,0.11,0.5,0.66,17.2,,73.23,1.94,33.55,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0242,Capsicum Red,,OTHER VEGETABLES,,,,,,Raw,,97,,,,105.38,88.86,0.92,0.1,0.55,0.7,25.2,,25.41,2.38,35.38,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0243,Capsicum Green,,OTHER VEGETABLES,,,,,,Raw,,97,,,,103.6,93,0.9,0.11,0.52,0.7,25,,25.1,,32.65,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0244,Chillies Akbare Fresh,,OTHER VEGETABLES,,,,,,Raw,,100,,,,53.42,85.77,3.81,0.62,,0.76,8.2,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0245,Chillies Akbare Dry,,OTHER VEGETABLES,,,,,,Raw,,100,,,,337.37,11.39,13.97,7.77,6.64,7.34,52.9,,,5.43,306,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0246,Celery Stalks,,OTHER VEGETABLES,,,,,,Raw,,,,,,18,93.5,0.8,0.1,0.9,1.2,3.5,,30,4.8,38,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0247,Double bean,,OTHER VEGETABLES,,,,,,Raw,,,,,,85,73.8,8.3,0.3,1,4.3,12.3,,40,2.3,140,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0248,Drumstick flower,,OTHER VEGETABLES,,,,,,Raw,,,,,,50,85.9,3.6,0.8,1.3,1.3,7.1,,51,,90,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0249,Drumstick,,OTHER VEGETABLES,,,,,,Raw,,83,,,,26,86.9,2.5,0.1,2,4.8,3.7,,30,0.18,110,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0250,French bean,,OTHER VEGETABLES,,,,,,Raw,,94,,,,26,91.4,1.7,0.1,0.5,1.8,4.5,,50,0.61,28,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0251,Field bean tender,,OTHER VEGETABLES,,,,,,Raw,,93,,,,48,86.1,3.8,0.7,0.9,1.8,6.7,,210,0.83,68,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0252,Jack fruit tender,,OTHER VEGETABLES,,,,,,Raw,,,,,,51,84,2.6,0.3,0.9,2.8,9.4,,30,1.7,40,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0253,Knol-knol,,OTHER VEGETABLES,,,,,,Raw,,74,,,,21,92.7,1.1,0.2,0.7,1.5,3.8,,20,0.4,35,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0254,Karonda Fresh,,OTHER VEGETABLES,,,,,,Raw,,98,,,,42,91,1.1,2.9,0.6,1.5,2.9,,21,,28,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0255,Ladies finger,,OTHER VEGETABLES,,,,,,Raw,,84,,,,35,89.6,1.9,0.2,0.7,1.2,6.4,,66,0.35,56,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0256,Leeks,,OTHER VEGETABLES,,,,,,Raw,,,,,,77,78.9,1.8,0.1,0.7,1.3,17.2,,50,2.3,70,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0257,"Lakooch, Badher raw",,OTHER VEGETABLES,,,,,,Raw,,,,,,73,89.4,1.6,1.2,1.1,2.8,13.9,,67,,25,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0258,"Lotus stem, dry",,OTHER VEGETABLES,,,,,,Raw,,100,,,,234,9.5,4.1,1.3,8.7,25,51.4,,405,60.6,128,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0259,Mushroom Botton (Gobre),,OTHER VEGETABLES,,,,,,Raw,,88,,,,43,88.5,4.6,0.8,1.4,0.4,4.3,,6,1.5,110,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0260,Mushroom Oyster (Kanne),,OTHER VEGETABLES,,,,,,Raw,,86,,,,37,88,3,0.2,1.3,0.9,5.8,,,,1.5,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0261,"Mushroom, wild, dry",,OTHER VEGETABLES,,,,,,Raw,,,,,,134.7,17.1,16.9,,17.8,20.8,14.1,,,17.2,743,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0262,Mango green,,OTHER VEGETABLES,,,,,,Raw,,72,,,,44,87.5,0.7,0.1,0.4,1.2,10.1,,10,6.33,19,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0263,Onion stalk (Green),,OTHER VEGETABLES,,,,,,Raw,,100,,,,41,87.6,0.9,0.2,0.8,1.6,8.9,,50,7.43,50,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0264,Pink beans,,OTHER VEGETABLES,,,,,,Raw,,94,,,,44,86.8,3.1,0.4,0.6,2.1,7,,54,1.5,70,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0265,Plantain flower,,OTHER VEGETABLES,,,,,,Raw,,43,,,,34,89.9,1.7,0.7,1.3,1.3,5.1,,32,1.6,42,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0266,Plantain green,,OTHER VEGETABLES,,,,,,Raw,,58,,,,64,83.2,1.4,0.2,0.5,0.7,14,,10,6.27,29,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0267,Plantain stem,,OTHER VEGETABLES,,,,,,Raw,,95,,,,42,88.3,0.5,0.1,0.6,0.8,90.7,,10,1.1,10,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0268,Pumpkin flower,,OTHER VEGETABLES,,,,,,Raw,,53,,,,39,89.1,2.2,0.8,1.4,0.7,5.8,,120,,60,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0269,Parwar,,OTHER VEGETABLES,,,,,,Raw,,82,,,,20,92,2,0.3,0.5,3,2.2,,30,1.7,40,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0270,Papaya green,,OTHER VEGETABLES,,,,,,Raw,,72,,,,93,72.1,7.2,0.1,0.8,4,15.9,,20,1.5,139,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0271,Ridge gourd,,OTHER VEGETABLES,,,,,,Raw,,91,,,,27,92,0.7,0.2,0.5,0.9,5.7,,28,0.9,40,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0272,Rape stem,,OTHER VEGETABLES,,,,,,Raw,,95.2,,,,18,0.5,0.1,3.4,0.5,17,0.3,,26,33,0.39,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0273,Redgram tender,,OTHER VEGETABLES,,,,,,Raw,,91.4,,,,100,3.1,1.4,4,,29,1.4,,100,,1.2,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0274,Red beans (Rato Bodi),,OTHER VEGETABLES,,,,,,Raw,,65.1,,,,57,0.1,1,16.9,6.2,116,1,,164,469,1.1,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0275,Red bean (Simi),,OTHER VEGETABLES,,,,,,Raw,,88.5,,,,18.1,9.8,0.1,5.2,2.5,34,0.6,,254,,4.9,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0276,Spotted beans(Chirke simi),,OTHER VEGETABLES,,,,,,Raw,,88.85,,,,33,3.1,0.1,26.6,2.7,121,1.5,,258,,5,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0277,Plantain,,OTHER VEGETABLES,,,,,,Raw,,70.72,,,,,3.5,0.75,21.8,2.12,107,1.24,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0278,Red cowpea,,OTHER VEGETABLES,,,,,,Raw,,34,,,,34,88.5,3.1,0.1,0.6,2.5,5.2,,18.1,4.9,254,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0279,Snakegourd,,OTHER VEGETABLES,,,,,,Raw,,98,,,,18,94.6,0.5,0.3,0.5,0.8,3.3,,26,1.51,20,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0280,Sponge guard,,OTHER VEGETABLES,,,,,,Raw,,83,,,,26.43,93.13,1.03,0.11,0.35,0.39,5,,28.2,1.18,30.07,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0281,Sannhemp flower,,OTHER VEGETABLES,,,,,,Raw,,,,,,66,78.9,4.8,0.6,1.4,3.9,10.4,,200,,100,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0282,Silkcotton flower,,OTHER VEGETABLES,,,,,,Raw,,,,,,47,86.4,1.5,0.3,0.7,1.6,9.5,,22,,45,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0283,Spinach stalk,,OTHER VEGETABLES,,,,,,Raw,,,,,,20,93.4,0.9,0.1,1.8,,3.8,,90,1.6,20,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0284,Sword beans,,OTHER VEGETABLES,,,,,,Raw,,98,,,,44,87.2,2.7,0.2,0.6,1.5,7.8,,60,2,40,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0285,Soyabean tender,,OTHER VEGETABLES,,,,,,Raw,,58,,,,146.2,1.33,14.89,2.92,2.1,3.68,15.1,,89.7,3.7,206.7,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0286,Tomato green,,OTHER VEGETABLES,,,,,,Raw,,98,,,,23,93.1,1.9,0.1,0.6,0.7,3.6,,20,1.8,36,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0287,Tree tomato,,OTHER VEGETABLES,,,,,,Raw,,90,,,,35,86.2,1.5,0.2,1.2,4.2,6.7,,12,1,46,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0288,Tinda tender,,OTHER VEGETABLES,,,,,,Raw,,99,,,,21,93.5,1.4,0.2,0.5,1,3.4,,25,0.9,24,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0289,Vegeable marrow,,OTHER VEGETABLES,,,,,,Raw,,94,,,,17,94.8,0.5,0.1,0.3,0.8,3.5,,10,1.35,30,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0290,Water chesnut fresh,,OTHER VEGETABLES,,,,,,Raw,,38,,,,115,70,4.7,0.3,1.1,0.6,23.3,,20,0.8,150,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0291,Water chesnut dry,,OTHER VEGETABLES,,,,,,Raw,,,,,,70,13.8,13.4,0.8,3.1,330,68.9,,440,,2.4,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0292,Water lily flower,,OTHER VEGETABLES,,,,,,Raw,,,,,,33,90.8,1.6,0.6,0.7,0.9,5.4,,29,,18,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0293,Winged bean tender,,OTHER VEGETABLES,,,,,,Raw,,,,,,45.1,86.6,2.66,34,0.76,1.79,7.9,,26.32,,51.1,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0294,Amala (big),,FRUITS,,,,,,Raw,,95,,,,54,86.7,0,0.2,0.4,3.6,13.7,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0295,Amala (small),,FRUITS,,,,,,Raw,,93,,,,58,80.92,0,0.2,0.6,3.21,,,50,1.2,20,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0296,Apricot fresh,,FRUITS,,,,,,Raw,,86,,,,53,85.3,1,0.3,0.7,1.1,11.6,,20,2.2,25,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0297,Apricot dried,,FRUITS,,,,,,Raw,,93,,,,306,19.4,1.6,0.7,2.8,2.1,73.4,,110,4.6,70,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0298,Avocado,,FRUITS,,,,,,Raw,,,,,,215,73.6,1.7,22.8,1.1,,0.8,,10,0.7,80,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0299,Bael fruit,,FRUITS,,,,,,Raw,,64,,,,137,61.5,1.8,0.3,1.7,2.9,31.8,,85,0.6,50,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0300,Bael sarbet,,FRUITS,,,,,,Raw,,,,,,189,54.5,1.7,0.1,0.3,,45.2,,,,,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0301,Banyan tree figs,,FRUITS,,,,,,Raw,,,,,,72,74.1,1.7,2,1.9,8.5,11.8,,364,,43,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0302,Bamboo fruit,,FRUITS,,,,,,Raw,,,,,,153,56.3,3.9,0.1,1.6,3.9,34.2,,10,1.5,110,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0303,Cashew fruit,,FRUITS,,,,,,Raw,,77,,,,51,86.3,0.2,0.1,0.2,0.9,12.3,,10,0.2,10,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0304,"Dates, dried",,FRUITS,,,,,,Raw,,86,,,,317,15.3,2.5,0.4,2.1,3.9,75.8,,120,7.3,50,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
NFD-2012-0305,"Dates, Fresh",,FRUITS,,,,,,Raw,,,,,,144,59.2,1.2,0.4,1.7,3.7,33.8,,22,0.96,38,,,,,,100g,Nepal Food Composition Table,2012,,,,HIGH,FALSE,
